	BunchCurrent	eigvals_re	eigvals_im	Qp	FinalBunchLength	BunchLength
155	0.0012	-0.004235999794095423	-6.186541488055491e-14	0.30000000000000004		9e-12
156	0.0012	0.0042359997884437485	-6.180767482231663e-14	0.30000000000000004		9e-12
157	0.0012	-0.00635399968788696	-1.1593500469949455e-14	0.30000000000000004		9e-12
158	0.0012	0.00635399968592146	-1.159119644424923e-14	0.30000000000000004		9e-12
159	0.0012	-5.054760858470814e-13	-9.929795808560493e-15	0.30000000000000004		9e-12
160	0.0012	-0.0021179998957953777	-6.843766867570806e-15	0.30000000000000004		9e-12
161	0.0012	0.002117999895474098	-6.831083015283893e-15	0.30000000000000004		9e-12
162	0.0012	-0.004235999791317625	-1.305544213371932e-15	0.30000000000000004		9e-12
163	0.0012	0.0042359997912213045	-1.3049997838866681e-15	0.30000000000000004		9e-12
164	0.0012	0.00635399968688873	-3.941642463986996e-16	0.30000000000000004		9e-12
165	0.0012	-0.006353999686919642	-3.941068585177453e-16	0.30000000000000004		9e-12
166	0.0012	-0.004236052206826637	1.2873875987992622e-11	0.30000000000000004		9e-12
167	0.0012	0.004235947386305117	1.3398401155449874e-11	0.30000000000000004		9e-12
168	0.0012	-3.975776927527376e-06	-5.631212577849147e-07	0.4		9e-12
169	0.0012	-6.282294304043114e-07	-1.3579357306225158e-08	0.4		9e-12
170	0.0012	-0.002118880227394633	-9.652715268064225e-09	0.4		9e-12
171	0.0012	0.0021171197140042895	-9.519330729288676e-09	0.4		9e-12
172	0.0012	-2.1678113624294303e-07	-4.774103610938527e-09	0.4		9e-12
173	0.0012	-0.0021183377495928167	-4.048606567709393e-09	0.4		9e-12
174	0.0012	0.0021176620571014054	-4.019554072991487e-09	0.4		9e-12
175	0.0012	-0.004236461190451151	-1.4157348332916236e-09	0.4		9e-12
176	0.0012	0.0042355386001736274	-1.4044778886858406e-09	0.4		9e-12
177	0.0012	-0.0021181075745058805	-1.3420886056131583e-09	0.4		9e-12
178	0.0012	0.0021178922174515803	-1.3329537776906275e-09	0.4		9e-12
179	0.0012	-0.006354284475161099	-9.98578589330098e-10	0.4		9e-12
180	0.0012	0.006353714990748413	-9.938944460085203e-10	0.4		9e-12
181	0.0012	-0.004236188626107947	-8.257455998244143e-10	0.4		9e-12
182	0.0012	0.0042358110098387695	-8.21941109823713e-10	0.4		9e-12
183	0.0012	-0.0021180211404647287	-7.274689603332815e-10	0.4		9e-12
184	0.0012	0.002117978650978239	-7.256436324702792e-10	0.4		9e-12
185	0.0012	-5.013782323701728e-08	-5.493393434275548e-10	0.4		9e-12
186	0.0012	-0.0063540255209277065	-3.2288612487475846e-10	0.4		9e-12
187	0.0012	0.0063539738556705055	-3.2268778091041947e-10	0.4		9e-12
188	0.0012	-0.006354107603714787	-1.2952833167039245e-10	0.4		9e-12
189	0.0012	0.006353891791115156	-1.284962197113765e-10	0.4		9e-12
190	0.0012	-6.813084840910359e-09	-1.225038699839135e-10	0.4		9e-12
191	0.0012	-0.0021180025672543953	-1.0217535943840154e-10	0.4		9e-12
192	0.0012	0.0021179972240798913	-1.0195207299086127e-10	0.4		9e-12
193	0.0012	-0.004236008910974155	-7.906848167213295e-11	0.4		9e-12
194	0.0012	0.004235990672979376	-7.886011711103567e-11	0.4		9e-12
195	0.0012	-0.006354003774863103	-1.3907546051121205e-11	0.4		9e-12
196	0.0012	0.00635399559917358	-1.3885552776778326e-11	0.4		9e-12
197	0.0012	-0.004236052213920324	-1.161447082786755e-11	0.4		9e-12
198	0.0012	0.0042359473795466245	-1.0766577249072607e-11	0.4		9e-12
199	0.0012	-0.0021180001012477993	-1.0322202136743705e-11	0.4		9e-12
200	0.0012	0.002117999690030398	-1.030534881775248e-11	0.4		9e-12
201	0.0012	-0.004236000818116575	-5.860129382750279e-12	0.4		9e-12
202	0.0012	0.004235998764551209	-5.835665772595827e-12	0.4		9e-12
203	0.0012	-0.006354000103682133	-4.729203884698975e-12	0.4		9e-12
204	0.0012	0.006353999270138384	-4.727188962016378e-12	0.4		9e-12
205	0.0012	-5.620077124818268e-10	-2.4975636273725295e-12	0.4		9e-12
206	0.0012	-0.004235999862954199	-1.1355806727156619e-12	0.4		9e-12
207	0.0012	0.004235999719592268	-1.1334689258150538e-12	0.4		9e-12
208	0.0012	-0.002117999904528141	-4.013011964611109e-13	0.4		9e-12
209	0.0012	0.002117999886741843	-4.0060079565816343e-13	0.4		9e-12
210	0.0012	-2.554826790739304e-11	-2.7383531884276327e-13	0.4		9e-12
211	0.0012	-0.00635399971371576	-1.9174635481649421e-13	0.4		9e-12
212	0.0012	0.006353999660093089	-1.9164573758842634e-13	0.4		9e-12
213	0.0012	-0.004235999794109866	-8.882587073001053e-14	0.4		9e-12
214	0.0012	0.0042359997884293486	-8.873474639257171e-14	0.4		9e-12
215	0.0012	-0.006353999687882918	-1.7032159839774427e-14	0.4		9e-12
216	0.0012	0.006353999685925506	-1.7028024529423445e-14	0.4		9e-12
217	0.0012	-0.002117999895798675	-8.158963704346015e-15	0.4		9e-12
218	0.0012	0.002117999895470802	-8.147122799235623e-15	0.4		9e-12
219	0.0012	-4.964223952543452e-13	-7.34804591951618e-15	0.4		9e-12
220	0.0012	-0.0042359997913180725	-1.9375021624909467e-15	0.4		9e-12
221	0.0012	0.004235999791220888	-1.935033782579296e-15	0.4		9e-12
222	0.0012	-0.006353999686919635	-5.266427946217319e-16	0.4		9e-12
223	0.0012	0.006353999686888784	-5.261329607196e-16	0.4		9e-12
224	0.0012	-3.954432069332289e-06	-5.115592344302673e-07	0.5		9e-12
225	0.0012	-0.0021188828630950424	-1.4088056098389954e-08	0.5		9e-12
226	0.0012	0.00211711708220953	-1.3913067516476483e-08	0.5		9e-12
227	0.0012	-6.042027340155835e-07	-1.2519397947206048e-08	0.5		9e-12
228	0.0012	-0.002118300403093045	-5.802224441759105e-09	0.5		9e-12
229	0.0012	0.0021176994014966313	-5.7638252532813395e-09	0.5		9e-12
230	0.0012	-1.5893028896352337e-07	-3.822410635557971e-09	0.5		9e-12
231	0.0012	-0.0021180689011690876	-2.082679394810508e-09	0.5		9e-12
232	0.0012	0.002117930891314837	-2.074305869939599e-09	0.5		9e-12
233	0.0012	-0.004236447590688633	-1.694589546608363e-09	0.5		9e-12
234	0.0012	0.0042355521984912235	-1.6794899767155368e-09	0.5		9e-12
235	0.0012	-0.0042361496156568595	-1.2317033519447366e-09	0.5		9e-12
236	0.0012	0.004235850011474759	-1.2269395632146003e-09	0.5		9e-12
237	0.0012	-0.006354263815943219	-1.1435076455935876e-09	0.5		9e-12
238	0.0012	0.006353735644590446	-1.1379734425450254e-09	0.5		9e-12
239	0.0012	-0.002118008542121513	-3.5864707728973106e-10	0.5		9e-12
240	0.0012	0.002117991249500293	-3.576755544250468e-10	0.5		9e-12
241	0.0012	-0.006354077493926318	-3.1054635821532996e-10	0.5		9e-12
242	0.0012	0.0063539218941996356	-3.0950197640181913e-10	0.5		9e-12
243	0.0012	-2.2647876487340352e-08	-5.293025248810251e-11	0.5		9e-12
244	0.0012	-0.006354012796741533	-3.6815514129068685e-11	0.5		9e-12
245	0.0012	0.006353986578306229	-3.671003460710848e-11	0.5		9e-12
246	0.0012	-0.004236002956017676	-3.5268151506625355e-11	0.5		9e-12
247	0.0012	0.004235996627063877	-3.514901688306218e-11	0.5		9e-12
248	0.0012	-0.0021180004490013614	-3.2796244419375894e-11	0.5		9e-12
249	0.0012	0.0021179993423034752	-3.274183272752406e-11	0.5		9e-12
250	0.0012	-0.006354000945856217	-9.540483872294608e-12	0.5		9e-12
251	0.0012	0.0063539984280087695	-9.529913723463432e-12	0.5		9e-12
252	0.0012	-0.004235999971714136	-2.278880404101055e-12	0.5		9e-12
253	0.0012	0.004235999610850445	-2.2710050995829172e-12	0.5		9e-12
254	0.0012	-0.0021179999099657613	-7.05915675503142e-13	0.5		9e-12
255	0.0012	0.0021179998813048886	-7.047675467549287e-13	0.5		9e-12
256	0.0012	-0.006353999751995255	-1.5501269354715842e-13	0.5		9e-12
257	0.0012	0.006353999621814611	-1.5454223538912883e-13	0.5		9e-12
258	0.0012	-0.004235999795537952	-1.4174045518217614e-13	0.5		9e-12
259	0.0012	0.004235999787001514	-1.4153349152948656e-13	0.5		9e-12
260	0.0012	-0.006353999688306752	-7.607933513494035e-15	0.5		9e-12
261	0.0012	0.006353999685501665	-7.597308911897836e-15	0.5		9e-12
262	0.0012	-4.233458557991347e-11	1.5790947483053706e-13	0.5		9e-12
263	0.0012	-1.5562667333949887e-09	1.9408757966903172e-13	0.5		9e-12
264	0.0012	-0.004236029248066519	1.7465503822517507e-10	0.5		9e-12
265	0.0012	0.0042359703409675445	1.7550809448430535e-10	0.5		9e-12
266	0.0012	-3.928767537576809e-06	-4.5868241306230334e-07	0.6		9e-12
267	0.0012	-0.0021188912184197896	-1.9055501428479516e-08	0.6		9e-12
268	0.0012	0.002117108737099948	-1.883925269378997e-08	0.6		9e-12
269	0.0012	-6.013659667145295e-07	-1.0649019885258433e-08	0.6		9e-12
270	0.0012	-0.0021183033612012796	-7.563815682324791e-09	0.6		9e-12
271	0.0012	0.0021176964479072183	-7.518131938324188e-09	0.6		9e-12
272	0.0012	-1.5785509235411228e-07	-3.199373147253796e-09	0.6		9e-12
273	0.0012	-0.00211806994318358	-2.634813414530983e-09	0.6		9e-12
274	0.0012	0.0021179298506799845	-2.625166917770384e-09	0.6		9e-12
275	0.0012	-0.0042364481447537015	-2.097920263587968e-09	0.6		9e-12
276	0.0012	0.004235551646947968	-2.0788373644711536e-09	0.6		9e-12
277	0.0012	-0.00423615007779746	-1.5139423372446998e-09	0.6		9e-12
278	0.0012	0.004235849550685156	-1.5076711457589726e-09	0.6		9e-12
279	0.0012	-0.00635426397761985	-1.369220894583376e-09	0.6		9e-12
280	0.0012	0.006353735483203848	-1.3625341238548352e-09	0.6		9e-12
281	0.0012	-0.0021180087034678653	-4.1645191972252574e-10	0.6		9e-12
282	0.0012	0.002117991088349342	-4.1542972844594545e-10	0.6		9e-12
283	0.0012	-0.006354077594103219	-3.722929927960808e-10	0.6		9e-12
284	0.0012	0.006353921794136458	-3.710000765581181e-10	0.6		9e-12
285	0.0012	-0.004236002978480048	-5.2533401873104314e-11	0.6		9e-12
286	0.0012	0.0042359966046490805	-5.237413640349525e-11	0.6		9e-12
287	0.0012	-0.006354012806709965	-4.618139369091842e-11	0.6		9e-12
288	0.0012	0.006353986568350006	-4.604050641813585e-11	0.6		9e-12
289	0.0012	-0.002118000460417038	-3.43612718672954e-11	0.6		9e-12
290	0.0012	0.0021179993308974333	-3.431077700255603e-11	0.6		9e-12
291	0.0012	-0.006354000948233517	-1.1065947994329765e-11	0.6		9e-12
292	0.0012	0.00635399842563289	-1.10511944912753e-11	0.6		9e-12
293	0.0012	-0.0042359999734236905	-4.094825728818383e-12	0.6		9e-12
294	0.0012	0.004235999609143814	-4.084722879506596e-12	0.6		9e-12
295	0.0012	-0.0021179999101327554	-6.796997544974421e-13	0.6		9e-12
296	0.0012	0.0021179998811379774	-6.788145308983799e-13	0.6		9e-12
297	0.0012	-0.006353999752033005	-3.2760915584100414e-13	0.6		9e-12
298	0.0012	0.006353999621776877	-3.2687439930382317e-13	0.6		9e-12
299	0.0012	-0.004235999795619642	-1.9233587789963977e-13	0.6		9e-12
300	0.0012	0.004235999786919898	-1.9208804263543612e-13	0.6		9e-12
301	0.0012	-0.0063539996883070935	-1.5855810460043957e-14	0.6		9e-12
302	0.0012	0.006353999685501331	-1.5837904147877496e-14	0.6		9e-12
303	0.0012	-4.1636123942556865e-11	4.814944541863157e-13	0.6		9e-12
304	0.0012	-1.531298435405298e-09	1.2019736032357865e-11	0.6		9e-12
305	0.0012	-2.2326766549007052e-08	1.1776120646553885e-10	0.6		9e-12
306	0.0012	-0.004236029285907078	1.326186659430423e-10	0.6		9e-12
307	0.0012	0.0042359703034820975	1.3379057402483066e-10	0.6		9e-12
308	0.0012	-3.898976880439884e-06	-4.048726493957538e-07	0.7000000000000001		9e-12
309	0.0012	-0.0021189009169468036	-2.4573296625355643e-08	0.7000000000000001		9e-12
310	0.0012	0.00211709905269287	-2.4314939723093588e-08	0.7000000000000001		9e-12
311	0.0012	-0.0021183065899499	-9.322509551999077e-09	0.7000000000000001		9e-12
312	0.0012	0.002117693224623268	-9.270705256602134e-09	0.7000000000000001		9e-12
313	0.0012	-5.98284423993542e-07	-8.601029278146262e-09	0.7000000000000001		9e-12
314	0.0012	-0.002118071006883706	-3.1215486360935535e-09	0.7000000000000001		9e-12
315	0.0012	0.0021179287884609036	-3.1111086608615e-09	0.7000000000000001		9e-12
316	0.0012	-0.004236448851722717	-2.548391838760059e-09	0.7000000000000001		9e-12
317	0.0012	0.004235550942986689	-2.5249125310947136e-09	0.7000000000000001		9e-12
318	0.0012	-1.567406391684404e-07	-2.482208917686541e-09	0.7000000000000001		9e-12
319	0.0012	-0.004236150665632043	-1.8289149839404414e-09	0.7000000000000001		9e-12
320	0.0012	0.004235848964414066	-1.8209449203119632e-09	0.7000000000000001		9e-12
321	0.0012	-0.006354264170975366	-1.5940509975379072e-09	0.7000000000000001		9e-12
322	0.0012	0.006353735290205854	-1.586181017071034e-09	0.7000000000000001		9e-12
323	0.0012	-0.002118008842378183	-4.4919059632233924e-10	0.7000000000000001		9e-12
324	0.0012	0.00211799094959862	-4.4819829355989263e-10	0.7000000000000001		9e-12
325	0.0012	-0.006354077713027518	-4.354361582937093e-10	0.7000000000000001		9e-12
326	0.0012	0.006353921675357683	-4.3386827138243756e-10	0.7000000000000001		9e-12
327	0.0012	-0.004236003010317416	-7.51395023908689e-11	0.7000000000000001		9e-12
328	0.0012	0.0042359965728623284	-7.493985994017553e-11	0.7000000000000001		9e-12
329	0.0012	-0.006354012819953625	-5.770220125913606e-11	0.7000000000000001		9e-12
330	0.0012	0.006353986555124837	-5.7517258053484955e-11	0.7000000000000001		9e-12
331	0.0012	-0.0021180004679930632	-3.3136927297046236e-11	0.7000000000000001		9e-12
332	0.0012	0.0021179993233258363	-3.3094314832337006e-11	0.7000000000000001		9e-12
333	0.0012	-0.006354000951167812	-1.28343935674072e-11	0.7000000000000001		9e-12
334	0.0012	0.006353998422700767	-1.28142058071265e-11	0.7000000000000001		9e-12
335	0.0012	-0.004235999976050831	-6.393460810119596e-12	0.7000000000000001		9e-12
336	0.0012	0.004235999606519475	-6.381585273990853e-12	0.7000000000000001		9e-12
337	0.0012	-0.002117999910143108	-6.059229296408871e-13	0.7000000000000001		9e-12
338	0.0012	0.002117999881127544	-6.053145117385201e-13	0.7000000000000001		9e-12
339	0.0012	-0.006353999752140723	-5.969636419853198e-13	0.7000000000000001		9e-12
340	0.0012	0.0063539996216692585	-5.958670632470987e-13	0.7000000000000001		9e-12
341	0.0012	-0.004235999795724098	-2.4418585093540417e-13	0.7000000000000001		9e-12
342	0.0012	0.004235999786815486	-2.4392527182378856e-13	0.7000000000000001		9e-12
343	0.0012	-0.006353999688311454	-2.7874995835891374e-14	0.7000000000000001		9e-12
344	0.0012	0.006353999685496982	-2.7847658239424423e-14	0.7000000000000001		9e-12
345	0.0012	-4.1257769849692837e-11	6.987970292289471e-13	0.7000000000000001		9e-12
